PRISM Time Series Data
Location:  Lat: 41.8292   Lon: -86.2597   Elev: 702ft
"Climate variables: tmin,tmean,tmax"
Spatial resolution: 4km
Period: 2015-01-01 - 2025-12-03
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2025-Dec-06
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,tmin (degrees F),tmean (degrees F),tmax (degrees F)
2015-04-12,36.4,48.6,60.7
2015-04-13,47.5,57.3,67.1
2015-04-14,37.4,50.6,63.8
2015-04-15,37.6,51.3,65.0
2015-04-16,43.3,55.2,67.0
2015-04-17,37.8,50.2,62.6
2015-04-18,41.2,58.0,74.7
2015-04-19,51.3,63.9,76.5
2015-04-20,50.0,59.8,69.7
2015-04-21,39.6,47.6,55.7
2015-04-22,34.2,43.4,52.7
2015-04-23,29.2,35.9,42.5
2015-04-24,26.4,37.0,47.7
2015-04-25,34.0,46.6,59.3
2015-04-26,33.1,40.4,47.6
2015-04-27,35.9,45.0,54.1
2015-04-28,31.4,41.4,51.4
2015-04-29,32.9,45.6,58.3
2015-04-30,36.9,49.6,62.4
2015-05-01,35.3,43.4,51.6
2015-05-02,42.6,54.5,66.4
2015-05-03,45.9,60.6,75.3
2015-05-04,55.0,67.2,79.3
2015-05-05,49.2,60.3,71.3
2015-05-06,52.2,59.3,66.4
2015-05-07,52.7,66.8,80.8
2015-05-08,60.6,72.4,84.1
2015-05-09,61.3,71.5,81.8
2015-05-10,51.1,60.1,69.1
2015-05-11,53.5,63.4,73.2
2015-05-12,49.1,59.4,69.6
2015-05-13,41.3,47.5,53.7
2015-05-14,41.5,50.1,58.7
2015-05-15,47.6,55.1,62.7
2015-05-16,58.5,68.8,79.0
2015-05-17,64.3,70.7,77.2
2015-05-18,66.4,72.6,78.8
2015-05-19,45.3,63.6,81.9
2015-05-20,35.5,43.4,51.3
2015-05-21,38.3,46.7,55.1
2015-05-22,43.4,53.9,64.5
2015-05-23,40.2,54.9,69.5
2015-05-24,49.5,64.5,79.5
2015-05-25,61.6,71.7,81.9
2015-05-26,64.1,72.1,80.0
2015-05-27,64.3,71.8,79.2
2015-05-28,51.7,63.2,74.8
2015-05-29,60.1,70.7,81.3
2015-05-30,65.2,74.5,83.9
2015-05-31,47.4,60.8,74.1
2015-06-01,46.0,51.2,56.4
2015-06-02,43.4,54.6,65.9
2015-06-03,45.5,58.4,71.3
2015-06-04,53.4,63.7,74.1
2015-06-05,60.2,70.0,79.9
2015-06-06,54.6,62.2,69.7
2015-06-07,57.6,67.1,76.6
2015-06-08,61.9,68.4,75.0
2015-06-09,52.4,66.1,79.8
2015-06-10,56.9,67.9,78.9
2015-06-11,65.6,76.5,87.4
2015-06-12,64.6,73.8,83.0
2015-06-13,61.7,68.2,74.7
2015-06-14,67.5,76.9,86.3
2015-06-15,69.3,76.8,84.2
2015-06-16,60.3,69.6,78.8
2015-06-17,57.2,66.3,75.4
2015-06-18,63.9,68.0,72.1
2015-06-19,58.5,69.9,81.3
2015-06-20,59.4,66.2,72.9
2015-06-21,64.7,72.2,79.7
2015-06-22,65.4,73.4,81.5
2015-06-23,64.6,73.8,83.0
2015-06-24,53.4,63.7,74.0
2015-06-25,62.1,70.0,77.9
2015-06-26,63.6,70.4,77.2
2015-06-27,56.5,64.7,73.0
2015-06-28,50.3,60.3,70.3
2015-06-29,59.7,68.5,77.2
2015-06-30,58.5,64.3,70.1
2015-07-01,54.9,64.1,73.4
2015-07-02,51.4,60.3,69.2
2015-07-03,53.4,63.5,73.6
2015-07-04,52.0,63.5,74.9
2015-07-05,55.7,67.2,78.8
2015-07-06,58.1,70.3,82.5
2015-07-07,65.6,74.7,83.8
2015-07-08,51.7,60.4,69.2
2015-07-09,53.8,60.1,66.4
2015-07-10,51.0,60.9,70.9
2015-07-11,54.3,65.7,77.1
2015-07-12,63.6,70.5,77.4
2015-07-13,64.5,71.3,78.1
2015-07-14,61.8,72.2,82.7
2015-07-15,59.0,67.4,75.7
2015-07-16,57.8,67.9,78.0
2015-07-17,62.2,67.8,73.4
2015-07-18,66.5,77.9,89.3
2015-07-19,69.1,78.1,87.0
2015-07-20,58.6,70.6,82.5
2015-07-21,61.9,72.3,82.8
2015-07-22,56.4,66.1,75.8
2015-07-23,56.5,68.2,79.9
2015-07-24,58.0,70.0,82.0
2015-07-25,63.9,74.0,84.0
2015-07-26,61.3,73.4,85.4
2015-07-27,63.7,73.8,84.0
2015-07-28,62.0,74.3,86.6
2015-07-29,69.4,78.7,88.0
2015-07-30,62.8,74.0,85.2
2015-07-31,62.4,72.9,83.5
2015-08-01,57.6,70.9,84.3
2015-08-02,61.4,72.0,82.7
2015-08-03,60.4,75.8,91.2
2015-08-04,55.5,67.1,78.7
2015-08-05,54.8,67.1,79.3
2015-08-06,58.9,69.5,80.1
2015-08-07,56.3,67.6,79.0
2015-08-08,63.8,71.3,78.8
2015-08-09,64.4,73.5,82.6
2015-08-10,66.3,72.5,78.7
2015-08-11,60.6,71.0,81.5
2015-08-12,56.4,67.2,78.1
2015-08-13,56.1,65.6,75.1
2015-08-14,61.6,72.9,84.2
2015-08-15,62.3,74.2,86.0
2015-08-16,63.8,74.4,85.1
2015-08-17,64.8,76.0,87.2
2015-08-18,65.3,75.6,86.0
2015-08-19,67.4,74.3,81.2
2015-08-20,58.5,69.7,80.8
2015-08-21,52.3,61.8,71.3
2015-08-22,54.8,67.0,79.2
2015-08-23,58.1,69.0,79.8
2015-08-24,55.2,66.6,78.1
2015-08-25,57.6,65.2,72.7
2015-08-26,57.3,60.3,63.4
2015-08-27,47.2,55.6,63.9
2015-08-28,49.9,60.0,70.2
2015-08-29,56.7,66.8,76.9
2015-08-30,61.9,66.2,70.5
2015-08-31,58.7,67.5,76.4
2015-09-01,61.3,72.2,83.1
2015-09-02,67.4,76.1,84.8
2015-09-03,67.9,78.0,88.2
2015-09-04,66.6,77.3,88.1
2015-09-05,65.4,73.3,81.3
2015-09-06,63.5,72.1,80.7
2015-09-07,65.5,77.2,88.9
2015-09-08,70.2,79.4,88.6
2015-09-09,64.8,75.7,86.5
2015-09-10,52.3,63.7,75.1
2015-09-11,53.3,64.5,75.7
2015-09-12,47.0,55.3,63.6
2015-09-13,40.7,51.6,62.6
2015-09-14,43.5,55.4,67.3
2015-09-15,51.6,64.6,77.5
2015-09-16,53.2,67.4,81.6
2015-09-17,54.3,68.1,82.0
2015-09-18,59.9,71.4,83.0
2015-09-19,63.6,70.4,77.1
2015-09-20,44.3,55.4,66.4
2015-09-21,43.7,56.7,69.8
2015-09-22,45.3,58.5,71.7
2015-09-23,48.8,63.0,77.2
2015-09-24,49.8,63.9,78.0
2015-09-25,51.9,64.7,77.5
2015-09-26,55.6,66.7,77.9
2015-09-27,58.2,67.1,76.0
2015-09-28,61.9,67.7,73.5
2015-09-29,64.4,70.9,77.4
2015-09-30,43.3,57.6,71.9
2015-10-01,41.0,51.8,62.5
2015-10-02,43.5,52.7,61.9
2015-10-03,43.9,53.0,62.0
2015-10-04,44.5,48.6,52.8
2015-10-05,46.9,53.7,60.4
2015-10-06,55.2,58.3,61.4
2015-10-07,47.0,54.5,62.0
2015-10-08,44.3,58.0,71.7
2015-10-09,51.0,63.8,76.7
2015-10-10,36.8,48.7,60.6
2015-10-11,38.4,51.2,64.1
2015-10-12,48.9,62.0,75.1
2015-10-13,50.6,60.9,71.2
2015-10-14,42.5,48.2,53.9
2015-10-15,38.8,48.6,58.5
2015-10-16,36.6,49.8,63.0
2015-10-17,35.7,44.1,52.5
2015-10-18,26.4,37.8,49.2
2015-10-19,27.8,41.5,55.3
2015-10-20,41.0,55.2,69.4
2015-10-21,52.0,63.0,74.1
2015-10-22,51.8,64.3,76.7
2015-10-23,41.3,51.9,62.5
2015-10-24,45.2,54.3,63.4
2015-10-25,38.0,52.8,67.6
2015-10-26,33.3,46.5,59.7
2015-10-27,34.9,47.7,60.6
2015-10-28,46.1,52.4,58.7
2015-10-29,35.3,46.9,58.4
2015-10-30,35.2,40.1,44.9
2015-10-31,40.6,47.3,54.1
2015-11-01,44.3,48.2,52.0
2015-11-02,40.0,51.3,62.7
2015-11-03,39.8,55.5,71.2
2015-11-04,42.3,57.9,73.5
2015-11-05,48.3,61.3,74.2
2015-11-06,52.8,61.7,70.5
2015-11-07,35.6,44.2,52.7
2015-11-08,26.6,39.3,52.0
2015-11-09,26.1,39.2,52.4
2015-11-10,28.3,41.6,54.9
2015-11-11,31.4,43.6,55.8
2015-11-12,35.6,48.8,62.0
2015-11-13,37.4,42.5,47.5
2015-11-14,26.2,34.7,43.2
2015-11-15,27.1,40.0,52.9
2015-11-16,31.8,47.6,63.3
2015-11-17,40.1,49.8,59.4
2015-11-18,48.3,54.5,60.7
2015-11-19,42.2,52.1,62.1
2015-11-20,28.7,37.8,46.9
2015-11-21,29.8,36.2,42.7
2015-11-22,13.7,22.9,32.1
2015-11-23,12.5,21.0,29.6
2015-11-24,18.4,27.6,36.9
2015-11-25,20.2,30.6,41.0
2015-11-26,34.8,43.5,52.2
2015-11-27,48.0,54.9,61.8
2015-11-28,33.0,41.9,50.9
2015-11-29,23.8,30.4,37.0
2015-11-30,23.7,31.3,38.9
2015-12-01,32.0,39.4,46.8
2015-12-02,29.4,37.4,45.4
2015-12-03,30.1,33.7,37.3
2015-12-04,30.8,34.8,38.8
2015-12-05,29.5,36.7,44.0
2015-12-06,25.5,33.8,42.1
2015-12-07,26.5,38.7,50.9
2015-12-08,28.6,35.1,41.6
2015-12-09,36.2,41.3,46.4
2015-12-10,38.4,45.2,51.9
2015-12-11,40.2,49.0,57.9
2015-12-12,40.6,48.1,55.5
2015-12-13,53.8,57.9,62.0
2015-12-14,55.3,58.8,62.2
2015-12-15,39.9,48.9,57.9
2015-12-16,38.7,40.4,42.0
2015-12-17,32.3,40.8,49.3
2015-12-18,24.7,29.1,33.5
2015-12-19,21.0,26.2,31.4
2015-12-20,20.2,25.9,31.6
2015-12-21,30.9,39.2,47.6
2015-12-22,40.7,46.0,51.2
2015-12-23,36.5,42.5,48.5
2015-12-24,36.0,48.8,61.6
2015-12-25,34.5,38.5,42.5
2015-12-26,30.6,38.1,45.5
2015-12-27,36.2,40.1,44.0
2015-12-28,29.7,34.7,39.7
2015-12-29,28.3,34.3,40.2
2015-12-30,28.9,32.3,35.7
2015-12-31,26.7,29.4,32.1
2016-01-01,20.4,25.1,29.8
2016-01-02,20.3,25.1,29.8
2016-01-03,24.9,29.5,34.1
2016-01-04,23.0,28.2,33.4
2016-01-05,8.8,18.6,28.4
2016-01-06,10.3,19.7,29.1
2016-01-07,17.1,26.7,36.3
2016-01-08,30.5,35.7,40.9
2016-01-09,33.8,38.9,44.0
2016-01-10,27.4,34.3,41.1
2016-01-11,2.2,15.7,29.3
2016-01-12,2.3,13.7,25.2
2016-01-13,1.1,9.0,16.9
2016-01-14,0.4,13.5,26.7
2016-01-15,25.3,34.5,43.6
2016-01-16,29.0,35.5,41.9
2016-01-17,11.5,21.2,31.0
2016-01-18,0.4,6.2,12.0
2016-01-19,-1.2,5.0,11.2
2016-01-20,5.2,11.4,17.5
2016-01-21,5.9,14.1,22.3
2016-01-22,9.3,18.0,26.7
2016-01-23,13.0,20.9,28.7
2016-01-24,13.0,21.7,30.4
2016-01-25,19.3,26.9,34.4
2016-01-26,27.1,35.0,42.9
2016-01-27,23.9,28.0,32.1
2016-01-28,23.6,27.6,31.6
2016-01-29,24.3,30.4,36.6
2016-01-30,24.1,30.6,37.2
2016-01-31,34.0,40.8,47.6
2016-02-01,30.5,40.5,50.6
2016-02-02,24.8,33.2,41.6
2016-02-03,29.0,37.2,45.4
2016-02-04,26.0,33.3,40.6
2016-02-05,18.2,23.0,27.9
2016-02-06,19.0,25.9,32.8
2016-02-07,22.9,30.4,38.0
2016-02-08,24.1,35.0,45.9
2016-02-09,24.2,29.4,34.5
2016-02-10,16.0,21.7,27.4
2016-02-11,10.2,15.4,20.6
2016-02-12,4.8,13.5,22.2
2016-02-13,2.4,11.8,21.1
2016-02-14,0.8,8.2,15.6
2016-02-15,2.9,10.6,18.3
2016-02-16,13.5,20.8,28.0
2016-02-17,23.5,27.9,32.3
2016-02-18,6.7,20.0,33.4
2016-02-19,7.9,25.6,43.4
2016-02-20,36.4,48.9,61.5
2016-02-21,27.5,42.0,56.5
2016-02-22,22.7,35.5,48.2
2016-02-23,22.9,32.2,41.5
2016-02-24,23.6,34.7,45.9
2016-02-25,28.3,30.9,33.5
2016-02-26,23.9,28.4,32.8
2016-02-27,23.1,28.2,33.3
2016-02-28,25.0,35.7,46.4
2016-02-29,32.3,46.1,60.0
2016-03-01,26.1,36.0,45.9
2016-03-02,16.4,23.7,30.9
2016-03-03,15.9,22.5,29.1
2016-03-04,9.6,20.1,30.5
2016-03-05,10.2,22.3,34.3
2016-03-06,27.6,31.5,35.3
2016-03-07,31.5,39.8,48.0
2016-03-08,38.8,50.3,61.9
2016-03-09,54.2,61.9,69.7
2016-03-10,46.4,55.9,65.4
2016-03-11,29.1,37.5,45.9
2016-03-12,30.0,41.4,52.9
2016-03-13,33.2,44.9,56.6
2016-03-14,40.8,46.9,53.0
2016-03-15,34.2,41.1,48.0
2016-03-16,34.9,49.1,63.3
2016-03-17,40.5,47.5,54.5
2016-03-18,32.4,42.0,51.6
2016-03-19,27.4,36.0,44.6
2016-03-20,24.8,33.4,42.1
2016-03-21,23.5,32.5,41.4
2016-03-22,26.4,35.3,44.2
2016-03-23,41.2,51.9,62.7
2016-03-24,40.0,47.7,55.4
2016-03-25,28.6,42.2,55.8
2016-03-26,28.3,36.2,44.0
2016-03-27,31.7,42.8,53.9
2016-03-28,36.6,52.4,68.2
2016-03-29,25.5,34.0,42.5
2016-03-30,27.0,40.3,53.5
2016-03-31,39.1,49.3,59.5
2016-04-01,36.9,50.2,63.6
2016-04-02,31.7,39.5,47.4
2016-04-03,24.2,31.4,38.5
2016-04-04,28.0,44.5,60.9
2016-04-05,20.0,27.3,34.7
2016-04-06,23.5,33.1,42.7
2016-04-07,34.2,41.9,49.5
2016-04-08,28.0,32.9,37.9
2016-04-09,23.0,31.2,39.4
2016-04-10,23.8,29.0,34.2
2016-04-11,31.0,40.2,49.3
2016-04-12,27.8,39.4,51.0
2016-04-13,28.2,36.8,45.4
2016-04-14,33.9,44.2,54.5
2016-04-15,35.3,48.8,62.4
2016-04-16,41.7,56.2,70.8
2016-04-17,40.7,58.8,76.9
2016-04-18,44.5,61.4,78.4
2016-04-19,49.9,65.4,80.8
2016-04-20,50.5,59.7,68.8
2016-04-21,49.6,60.6,71.7
2016-04-22,47.1,56.5,66.0
2016-04-23,38.8,48.0,57.3
2016-04-24,41.0,52.3,63.6
2016-04-25,45.5,60.1,74.7
2016-04-26,44.0,61.4,78.8
2016-04-27,41.7,48.7,55.8
2016-04-28,42.1,49.6,57.1
2016-04-29,40.7,46.5,52.3
2016-04-30,41.0,46.0,51.0
2016-05-01,46.0,47.3,48.5
2016-05-02,43.4,49.0,54.5
2016-05-03,39.3,46.2,53.1
2016-05-04,42.9,53.6,64.3
2016-05-05,37.8,41.8,45.7
2016-05-06,35.3,46.3,57.4
2016-05-07,42.2,57.8,73.4
2016-05-08,38.0,52.9,67.8
2016-05-09,41.2,54.4,67.5
2016-05-10,47.7,51.7,55.8
2016-05-11,51.4,56.3,61.3
2016-05-12,52.4,61.6,70.9
2016-05-13,48.8,59.3,69.8
2016-05-14,41.7,54.0,66.3
2016-05-15,36.0,40.5,45.0
2016-05-16,37.7,43.6,49.4
2016-05-17,45.4,56.1,66.9
2016-05-18,42.0,51.6,61.3
2016-05-19,42.4,53.3,64.3
2016-05-20,42.4,55.8,69.2
2016-05-21,44.8,57.0,69.3
2016-05-22,44.2,58.1,71.9
2016-05-23,43.2,58.4,73.6
2016-05-24,50.5,64.4,78.3
2016-05-25,60.6,72.5,84.5
2016-05-26,62.7,73.9,85.2
2016-05-27,64.2,73.6,83.0
2016-05-28,67.0,75.7,84.3
2016-05-29,63.8,73.7,83.6
2016-05-30,57.1,69.9,82.7
2016-05-31,56.4,69.6,82.9
2016-06-01,63.7,74.1,84.6
2016-06-02,56.3,66.7,77.1
2016-06-03,49.2,63.7,78.3
2016-06-04,58.1,69.6,81.0
2016-06-05,61.5,68.0,74.4
2016-06-06,55.0,64.9,74.8
2016-06-07,53.2,67.5,81.8
2016-06-08,44.3,52.7,61.2
2016-06-09,42.5,54.8,67.2
2016-06-10,57.4,66.1,74.7
2016-06-11,67.7,79.2,90.7
2016-06-12,63.4,77.1,90.8
2016-06-13,48.1,62.1,76.1
2016-06-14,59.8,71.9,83.9
2016-06-15,60.9,70.8,80.6
2016-06-16,65.3,76.6,87.9
2016-06-17,54.4,62.2,70.0
2016-06-18,55.1,70.1,85.1
2016-06-19,59.5,73.0,86.5
2016-06-20,67.4,78.3,89.3
2016-06-21,55.9,72.6,89.3
2016-06-22,58.1,67.9,77.7
2016-06-23,63.0,70.7,78.5
2016-06-24,59.6,70.1,80.5
2016-06-25,58.2,70.0,81.9
2016-06-26,69.8,77.5,85.3
2016-06-27,65.0,74.6,84.3
2016-06-28,61.1,74.2,87.4
2016-06-29,47.0,57.1,67.3
2016-06-30,48.7,61.7,74.7
2016-07-01,53.6,65.5,77.5
2016-07-02,48.2,58.2,68.3
2016-07-03,49.7,61.3,73.0
2016-07-04,58.1,66.2,74.4
2016-07-05,63.4,69.7,76.0
2016-07-06,66.2,74.8,83.5
2016-07-07,65.7,75.4,85.0
2016-07-08,67.0,75.2,83.5
2016-07-09,62.6,74.7,86.7
2016-07-10,54.4,63.3,72.2
2016-07-11,61.2,71.5,81.8
2016-07-12,67.3,77.7,88.2
2016-07-13,67.5,78.6,89.7
2016-07-14,67.9,77.1,86.3
2016-07-15,61.3,73.8,86.2
2016-07-16,55.5,65.6,75.8
2016-07-17,52.5,64.3,76.0
2016-07-18,64.8,73.6,82.5
2016-07-19,59.0,70.6,82.3
2016-07-20,61.7,73.9,86.2
2016-07-21,66.4,77.6,88.8
2016-07-22,69.3,78.9,88.5
2016-07-23,66.8,76.9,87.1
2016-07-24,69.4,80.0,90.6
2016-07-25,69.8,78.9,88.0
2016-07-26,61.6,72.8,83.9
2016-07-27,60.3,72.7,85.0
2016-07-28,62.8,74.5,86.2
2016-07-29,65.1,75.0,84.9
2016-07-30,64.6,72.7,80.9
2016-07-31,63.3,71.7,80.1
2016-08-01,61.0,70.9,80.9
2016-08-02,60.1,71.8,83.5
2016-08-03,61.7,74.0,86.3
2016-08-04,64.6,77.0,89.4
2016-08-05,67.4,79.0,90.6
2016-08-06,60.6,71.3,82.1
2016-08-07,55.5,69.0,82.5
2016-08-08,61.0,72.1,83.1
2016-08-09,57.8,71.3,84.8
2016-08-10,60.0,73.6,87.1
2016-08-11,71.0,80.6,90.1
2016-08-12,73.0,82.4,91.8
2016-08-13,72.4,80.8,89.2
2016-08-14,65.0,74.3,83.7
2016-08-15,63.9,72.2,80.5
2016-08-16,66.1,70.9,75.7
2016-08-17,66.6,74.2,81.8
2016-08-18,65.8,74.9,84.0
2016-08-19,66.5,73.7,80.8
2016-08-20,66.2,73.1,80.0
2016-08-21,62.3,70.5,78.7
2016-08-22,54.2,62.9,71.6
2016-08-23,55.4,65.9,76.5
2016-08-24,60.5,69.8,79.1
2016-08-25,68.2,74.7,81.1
2016-08-26,62.6,71.3,80.0
2016-08-27,64.7,73.4,82.2
2016-08-28,67.3,74.8,82.4
2016-08-29,65.0,74.6,84.3
2016-08-30,67.3,76.0,84.8
2016-08-31,67.5,74.8,82.0
2016-09-01,56.1,67.5,79.0
2016-09-02,53.3,63.6,73.9
2016-09-03,51.1,62.6,74.0
2016-09-04,54.0,65.2,76.5
2016-09-05,58.3,68.6,78.9
2016-09-06,65.0,75.5,85.9
2016-09-07,72.3,80.3,88.4
2016-09-08,72.5,80.9,89.3
2016-09-09,65.2,71.9,78.7
2016-09-10,65.9,72.6,79.2
2016-09-11,52.2,61.7,71.2
2016-09-12,53.1,62.9,72.8
2016-09-13,54.1,65.2,76.4
2016-09-14,60.1,71.3,82.6
2016-09-15,55.0,63.9,72.8
2016-09-16,56.2,65.6,75.0
2016-09-17,58.5,70.1,81.8
2016-09-18,57.8,68.2,78.6
2016-09-19,52.8,64.6,76.4
2016-09-20,55.7,69.3,82.9
2016-09-21,59.6,70.4,81.1
2016-09-22,61.2,71.9,82.6
2016-09-23,62.9,72.3,81.7
2016-09-24,58.4,67.4,76.3
2016-09-25,57.7,66.1,74.6
2016-09-26,57.5,69.5,81.5
2016-09-27,49.1,58.6,68.0
2016-09-28,49.2,59.0,68.8
2016-09-29,50.3,56.2,62.0
2016-09-30,56.8,62.2,67.6
2016-10-01,56.9,61.1,65.2
2016-10-02,47.9,57.0,66.1
2016-10-03,50.7,58.4,66.2
2016-10-04,53.4,59.5,65.7
2016-10-05,57.6,66.6,75.6
2016-10-06,57.0,68.1,79.2
2016-10-07,60.4,69.1,77.8
2016-10-08,43.7,60.8,77.8
2016-10-09,40.4,50.0,59.6
2016-10-10,41.6,52.7,63.8
2016-10-11,43.9,55.5,67.1
2016-10-12,51.9,61.3,70.7
2016-10-13,44.3,58.3,72.4
2016-10-14,35.9,46.4,57.0
2016-10-15,37.1,50.7,64.2
2016-10-16,52.5,62.2,71.9
2016-10-17,61.8,64.8,67.7
2016-10-18,65.5,72.8,80.0
2016-10-19,45.4,60.1,74.8
2016-10-20,47.5,58.7,70.0
2016-10-21,40.9,49.1,57.3
2016-10-22,37.0,45.4,53.8
2016-10-23,38.2,46.6,55.0
2016-10-24,40.8,55.6,70.4
2016-10-25,30.6,43.2,55.8
2016-10-26,31.8,42.3,52.7
2016-10-27,39.8,43.4,47.0
2016-10-28,39.6,44.1,48.6
2016-10-29,40.5,52.3,64.0
2016-10-30,51.5,60.6,69.7
2016-10-31,35.5,45.7,55.8
2016-11-01,35.5,47.7,59.9
2016-11-02,56.6,66.7,76.8
2016-11-03,53.4,62.0,70.6
2016-11-04,36.3,48.1,59.9
2016-11-05,35.8,46.2,56.7
2016-11-06,37.5,51.0,64.6
2016-11-07,37.8,52.9,68.0
2016-11-08,38.1,52.2,66.3
2016-11-09,39.5,49.1,58.7
2016-11-10,35.8,45.7,55.6
2016-11-11,36.9,48.8,60.8
2016-11-12,24.7,38.2,51.7
2016-11-13,25.5,37.9,50.3
2016-11-14,30.3,42.9,55.4
2016-11-15,34.3,47.0,59.7
2016-11-16,33.5,46.4,59.3
2016-11-17,34.1,45.1,56.2
2016-11-18,44.7,58.2,71.8
2016-11-19,32.5,51.1,69.7
2016-11-20,29.7,33.0,36.2
2016-11-21,25.9,30.0,34.1
2016-11-22,22.6,31.2,39.7
2016-11-23,23.2,31.0,38.9
2016-11-24,32.4,38.3,44.1
2016-11-25,35.0,38.4,41.8
2016-11-26,34.5,37.2,40.0
2016-11-27,29.8,36.4,43.1
2016-11-28,31.8,37.6,43.5
2016-11-29,41.1,46.6,52.2
2016-11-30,38.2,47.9,57.6
2016-12-01,33.5,39.8,46.2
2016-12-02,34.4,37.8,41.3
2016-12-03,32.7,35.5,38.2
2016-12-04,30.2,33.3,36.5
2016-12-05,31.0,33.3,35.6
2016-12-06,28.5,31.5,34.4
2016-12-07,26.2,33.3,40.4
2016-12-08,21.9,27.3,32.7
2016-12-09,19.6,22.1,24.6
2016-12-10,18.2,23.0,27.8
2016-12-11,18.7,22.0,25.3
