PRISM Time Series Data,,,
Location:  Lat: 43.6131   Lon: -85.4778   Elev: 922ft,,,
"Climate variables: tmin,tmean,tmax",,,
4/29/2015,33.6,48.1,62.6
4/30/2015,34.4,48.4,62.3
5/1/2015,35,48.2,61.3
5/2/2015,38.1,55.3,72.5
5/3/2015,43.8,58.3,72.9
5/4/2015,51.7,65,78.2
5/5/2015,45.8,60,74.3
5/6/2015,47.3,55.2,63.1
5/7/2015,50.3,63.4,76.5
5/8/2015,56.7,70.7,84.7
5/9/2015,59.8,69.7,79.7
5/10/2015,50.9,57.8,64.8
5/11/2015,47.2,51.4,55.6
5/12/2015,45.5,55,64.4
5/13/2015,37,42.9,48.8
5/14/2015,35.9,48.5,61.1
5/15/2015,40.4,52.7,65
5/16/2015,49.4,56,62.5
5/17/2015,55.5,66.1,76.7
5/18/2015,63.2,71.7,80.1
5/19/2015,44,61.2,78.3
5/20/2015,30.2,39.7,49.1
5/21/2015,34.1,45.7,57.3
5/22/2015,34.9,50.6,66.3
5/23/2015,34.4,49.9,65.4
5/24/2015,44.7,59.9,75.1
5/25/2015,57.1,64.7,72.4
5/26/2015,59.3,67.1,74.9
5/27/2015,60.3,69,77.7
5/28/2015,53.2,61.5,69.8
5/29/2015,55.4,67.9,80.3
5/30/2015,60.9,71.2,81.6
5/31/2015,42.8,53.8,64.9
6/1/2015,38.3,49.5,60.6
6/2/2015,36.1,51.6,67.1
6/3/2015,43.7,57.5,71.4
6/4/2015,48.5,62.2,75.8
6/5/2015,53.2,65.5,77.8
6/6/2015,47.8,58.2,68.7
6/7/2015,49.1,60.3,71.6
6/8/2015,56.6,65,73.5
6/9/2015,54.6,67.3,79.9
6/10/2015,56.2,66.9,77.6
6/11/2015,53.3,66.8,80.4
6/12/2015,54.7,63.3,71.8
6/13/2015,54,59.1,64.1
6/14/2015,55.9,61,66.2
6/15/2015,63.4,69.8,76.2
6/16/2015,59.9,69.8,79.8
6/17/2015,49.6,62.3,74.9
6/18/2015,55,66.5,77.9
6/19/2015,48.4,63.9,79.3
6/20/2015,47.6,59.4,71.2
6/21/2015,53,65.6,78.3
6/22/2015,56,68.5,80.9
6/23/2015,59,69.6,80.3
6/24/2015,48.8,61.6,74.4
6/25/2015,53,66.5,80
6/26/2015,55.8,66.3,76.7
6/27/2015,55.8,65.9,76
6/28/2015,47.8,61.6,75.3
6/29/2015,49.8,63.9,78
6/30/2015,52.4,65.8,79.2
7/1/2015,51,60.4,69.8
7/2/2015,46.5,55.8,65
7/3/2015,45.9,59.6,73.4
7/4/2015,48.4,62.3,76.1
7/5/2015,53.3,67.4,81.4
7/6/2015,56.4,69.4,82.3
7/7/2015,57.1,70,83
7/8/2015,45.7,57.1,68.5
7/9/2015,48.9,58.6,68.2
7/10/2015,49.3,63.3,77.2
7/11/2015,51.9,66.5,81
7/12/2015,56.5,69.2,81.9
7/13/2015,61.4,72,82.6
7/14/2015,63.3,71.5,79.8
7/15/2015,51.2,63.3,75.3
7/16/2015,48.2,60.7,73.3
7/17/2015,52.5,64.3,76
7/18/2015,64,73,82
7/19/2015,65.9,76,86.1
7/20/2015,59,69.5,80
7/21/2015,55.2,68.8,82.3
7/22/2015,51.1,63.9,76.7
7/23/2015,52.6,65.8,79
7/24/2015,55,69.6,84.1
7/25/2015,61,73,85
7/26/2015,53.7,69.4,85.1
7/27/2015,57.1,72,86.9
7/28/2015,59.4,74.5,89.6
7/29/2015,63.7,76.3,88.9
7/30/2015,63.3,74.9,86.5
7/31/2015,58.7,71.2,83.6
8/1/2015,54.5,68.7,82.8
8/2/2015,55.3,68.4,81.5
8/3/2015,56.2,71.7,87.2
8/4/2015,52.5,64.8,77.1
8/5/2015,51.2,63.9,76.6
8/6/2015,52.4,64.7,77
8/7/2015,54.7,66,77.2
8/8/2015,59.3,68.3,77.3
8/9/2015,60.7,66.5,72.2
8/10/2015,64.1,72.1,80.1
8/11/2015,57.1,69.3,81.5
8/12/2015,53.3,65.4,77.6
8/13/2015,56,66.9,77.8
8/14/2015,63.5,72.9,82.4
8/15/2015,60.2,74.6,89
8/16/2015,61.9,74.4,86.9
8/17/2015,65.5,76.5,87.4
8/18/2015,65.1,76.7,88.3
8/19/2015,66.5,73.8,81.1
8/20/2015,60.1,70.5,80.9
8/21/2015,49.8,58.9,68
8/22/2015,52.3,65.1,77.9
8/23/2015,57.2,68.8,80.4
8/24/2015,57,64.6,72.2
8/25/2015,52.6,59.7,66.7
8/26/2015,53.3,56.6,60
8/27/2015,51.6,58,64.4
8/28/2015,49.2,60.7,72.1
8/29/2015,50.6,62.2,73.7
8/30/2015,58.2,62.5,66.8
8/31/2015,56.1,66.2,76.3
9/1/2015,56,67.2,78.5
9/2/2015,57.8,72.2,86.7
9/3/2015,66,77,88.1
9/4/2015,64.8,71.5,78.2
9/5/2015,64.6,70.4,76.2
9/6/2015,63.1,71.6,80.1
9/7/2015,64.3,75.9,87.4
9/8/2015,67.1,75.1,83.2
9/9/2015,62.6,68.4,74.2
9/10/2015,51.7,62.4,73.1
9/11/2015,51.5,61.4,71.2
9/12/2015,43.4,55.2,67
9/13/2015,38.1,50.7,63.3
9/14/2015,38.9,53.1,67.2
9/15/2015,44.5,60.2,75.9
9/16/2015,51.7,66.7,81.6
9/17/2015,51.6,65.9,80.1
9/18/2015,53.5,67.4,81.4
9/19/2015,54.7,65.8,76.9
9/20/2015,43.8,55.3,66.8
9/21/2015,40.8,55,69.2
9/22/2015,41.3,56.1,70.9
9/23/2015,44.5,60.2,76
9/24/2015,46.8,62.2,77.6
9/25/2015,54.7,64.6,74.6
9/26/2015,53.6,65.4,77.3
9/27/2015,55.2,65.2,75.2
9/28/2015,58.1,65.3,72.4
9/29/2015,58.6,66.8,74.9
9/30/2015,39.6,50.1,60.7
10/1/2015,39.6,50.2,60.8
10/2/2015,40.3,49.4,58.5
10/3/2015,40.7,50,59.4
10/4/2015,43.5,47.6,51.6
10/5/2015,46.4,50.7,54.9
10/6/2015,51.1,54.7,58.4
10/7/2015,46.9,57,67
10/8/2015,37.6,51.6,65.5
10/9/2015,39.5,53.1,66.8
10/10/2015,35.4,47.1,58.8
10/11/2015,34.7,48,61.2
10/12/2015,52.1,62.3,72.6
10/13/2015,47.5,58,68.5
10/14/2015,44.4,49,53.7
10/15/2015,40.5,48.9,57.3
10/16/2015,34.8,49.3,63.8
10/17/2015,32.2,39.9,47.6
10/18/2015,28.4,36.7,45
10/19/2015,28.2,39.3,50.5
10/20/2015,36,50.8,65.6
10/21/2015,53.1,59.7,66.3
10/22/2015,45,55.6,66.2
10/23/2015,32.8,46.7,60.6
10/24/2015,33.7,44.3,54.8
10/25/2015,35.5,49.8,64
10/26/2015,29.9,44.7,59.4
10/27/2015,31.3,44.2,57.2
10/28/2015,38.5,48.5,58.5
10/29/2015,33.9,45.3,56.6
10/30/2015,34.8,39.5,44.2
10/31/2015,36.8,43,49.2
11/1/2015,42.2,45.6,49.1
11/2/2015,35.6,45,54.4
11/3/2015,37,53.2,69.5
11/4/2015,37.3,54.8,72.4
11/5/2015,37.8,55,72.3
11/6/2015,53,61.3,69.5
11/7/2015,38.4,45.6,52.9
11/8/2015,25.6,36.6,47.6
11/9/2015,25.1,38.4,51.6
11/10/2015,25.5,40,54.4
11/11/2015,26.4,40.5,54.6
11/12/2015,27.7,43.1,58.5
11/13/2015,35.4,42.4,49.5
11/14/2015,30.9,34.9,38.9
11/15/2015,29.8,39.4,49
11/16/2015,31.9,46.6,61.2
11/17/2015,32.6,47.3,62
11/18/2015,48,54.1,60.2
11/19/2015,45.6,52.8,60
11/20/2015,32.5,39.2,45.9
11/21/2015,29.7,34.5,39.2
11/22/2015,20.1,26,31.9
11/23/2015,17.6,24.4,31.3
11/24/2015,23.5,27.7,31.9
11/25/2015,26.8,34.2,41.5
11/26/2015,30.1,41.4,52.6
11/27/2015,38.2,47,55.7
11/28/2015,20.8,30.2,39.7
11/29/2015,14.2,24.5,34.8
11/30/2015,14.5,27.6,40.8
12/1/2015,24.2,30.6,37
12/2/2015,31.4,36.6,41.8
12/3/2015,27.9,34.2,40.5
12/4/2015,30.1,35.3,40.5
12/5/2015,28.9,38.7,48.5
12/6/2015,27.4,35.6,43.8
12/7/2015,26.7,33.7,40.8
12/8/2015,31.4,34.4,37.4
12/9/2015,35.4,38.7,42
12/10/2015,34.9,40.4,45.8
12/11/2015,39.6,48.8,57.9
12/12/2015,31.4,38.3,45.3
12/13/2015,38.5,41.2,44
12/14/2015,42.5,50.1,57.8
12/15/2015,35.9,46.6,57.3
12/16/2015,35,37.3,39.5
12/17/2015,34,40.6,47.2
12/18/2015,27.4,31,34.6
12/19/2015,21.2,24.9,28.6
12/20/2015,19.6,23.7,27.9
12/21/2015,23.6,34,44.4
12/22/2015,38.5,41,43.5
12/23/2015,36,39.3,42.7
12/24/2015,37.1,47.5,57.8
12/25/2015,31.9,36.6,41.2
12/26/2015,25.2,34,42.8
12/27/2015,28,32.6,37.2
12/28/2015,21.4,28.8,36.2
12/29/2015,21.5,26.6,31.8
12/30/2015,29.5,31.9,34.3
12/31/2015,27.9,30.3,32.7
1/1/2016,20.1,25.1,30.1
1/2/2016,20.9,25,29
1/3/2016,25.6,30.4,35.3
1/4/2016,18.8,25,31.1
1/5/2016,-0.8,10,20.9
1/6/2016,2.7,15.4,28.1
1/7/2016,23.8,30.5,37.2
1/8/2016,30.5,35.1,39.7
1/9/2016,32.2,35.7,39.2
1/10/2016,24.5,31.1,37.7
1/11/2016,9.7,17.4,25
1/12/2016,9.5,12.9,16.3
1/13/2016,8.9,15,21
1/14/2016,9.3,14.4,19.5
1/15/2016,17.9,24,30
1/16/2016,24.3,30.9,37.4
1/17/2016,6.6,17.2,27.7
1/18/2016,6.4,10.1,13.8
1/19/2016,5.8,9.6,13.4
1/20/2016,2.9,12.4,21.8
1/21/2016,4.2,13.6,22.9
1/22/2016,15.3,21.5,27.8
1/23/2016,10.1,19.2,28.3
1/24/2016,9.2,20.2,31.2
1/25/2016,24.7,26.9,29
1/26/2016,25.3,31.5,37.7
1/27/2016,25.3,30.1,35
1/28/2016,24.5,29,33.5
1/29/2016,18,26.1,34.1
1/30/2016,17.1,24.5,31.8
1/31/2016,30.7,36.2,41.7
2/1/2016,31.5,36.9,42.4
2/2/2016,23,31.8,40.5
2/3/2016,28.7,31.4,34.2
2/4/2016,25.6,31.3,37
2/5/2016,16.1,22.4,28.6
2/6/2016,20.4,25.8,31.1
2/7/2016,25.3,29.8,34.3
2/8/2016,26.8,35.1,43.4
2/9/2016,23.7,32,40.2
2/10/2016,15,20.4,25.7
2/11/2016,8.5,14,19.5
2/12/2016,9,15.2,21.3
2/13/2016,0.2,10.2,20.2
2/14/2016,-0.3,7,14.4
2/15/2016,-0.6,9,18.5
2/16/2016,13.9,19.7,25.4
2/17/2016,23.2,26.6,30.1
2/18/2016,-2.6,12.9,28.5
2/19/2016,-2.6,17.1,36.9
2/20/2016,36.2,46.2,56.2
2/21/2016,34.4,42.6,50.8
2/22/2016,26.7,34.9,43.1
2/23/2016,23.5,30.1,36.7
2/24/2016,25.1,33.4,41.8
2/25/2016,28.3,31.6,35
2/26/2016,21.3,26.3,31.2
2/27/2016,22.3,27.4,32.5
2/28/2016,29.3,37.6,45.9
2/29/2016,26.9,40.8,54.7
3/1/2016,16.4,26.8,37.3
3/2/2016,15,17.9,20.7
3/3/2016,0.8,13.6,26.5
3/4/2016,0.5,15.1,29.6
3/5/2016,1.4,18.3,35.2
3/6/2016,19,27.7,36.4
3/7/2016,25.1,34.7,44.3
3/8/2016,39.6,50,60.4
3/9/2016,43.9,55.5,67.1
3/10/2016,41.4,50.3,59.2
3/11/2016,26.9,37,47.1
3/12/2016,28.4,40.5,52.5
3/13/2016,33.3,46.8,60.3
3/14/2016,39.1,44.5,49.8
3/15/2016,36.7,43.3,49.9
3/16/2016,36.5,44.3,52.1
3/17/2016,39.3,43.7,48
3/18/2016,29.1,37,44.9
3/19/2016,26.6,34.5,42.3
3/20/2016,21.7,31.5,41.4
3/21/2016,21.5,32.5,43.5
3/22/2016,24.7,33.9,43.1
3/23/2016,33.6,43.1,52.7
3/24/2016,27.8,31.4,35
3/25/2016,23.8,28.7,33.6
3/26/2016,24.1,33.4,42.8
3/27/2016,25.5,38.1,50.6
3/28/2016,33.6,47.6,61.7
3/29/2016,25.4,34.6,43.7
3/30/2016,26.1,40,53.8
3/31/2016,35.7,46.2,56.6
4/1/2016,33,47.1,61.3
4/2/2016,28.9,38.7,48.5
4/3/2016,17.9,26.2,34.6
4/4/2016,21.3,30.7,40.1
4/5/2016,13.2,22.9,32.6
4/6/2016,15.1,27.3,39.6
4/7/2016,30.5,34.7,38.9
4/8/2016,24.3,29.6,35
4/9/2016,20.6,30,39.4
4/10/2016,21.5,27.7,33.9
4/11/2016,27.6,34.8,41.9
4/12/2016,29.5,37.8,46
4/13/2016,30.3,38.2,46
4/14/2016,30.7,40.9,51.1
4/15/2016,31.2,45,58.8
4/16/2016,34.4,50.6,66.7
4/17/2016,39,57.2,75.5
4/18/2016,40.8,59.6,78.4
4/19/2016,44.2,62.6,81
4/20/2016,44,52,60
4/21/2016,45.2,55.6,66.1
4/22/2016,46.7,53.9,61.1
4/23/2016,31.1,44.4,57.8
4/24/2016,33.4,46.5,59.6
4/25/2016,40.6,50,59.5
4/26/2016,40,53.3,66.7
4/27/2016,28.9,37.1,45.3
4/28/2016,33.1,45.7,58.3
4/29/2016,36.3,39.8,43.4
4/30/2016,32,43.5,55
5/1/2016,38.8,47.3,55.8
5/2/2016,34.5,43.3,52
5/3/2016,32.8,46.5,60.1
5/4/2016,38.7,52.6,66.4
5/5/2016,36.3,41.2,46
5/6/2016,34.6,50.6,66.5
5/7/2016,38.5,56.7,74.9
5/8/2016,33.3,49.3,65.4
5/9/2016,35.2,49.9,64.7
5/10/2016,40.2,53,65.9
5/11/2016,45.7,51.3,56.8
5/12/2016,49.4,60.7,72
5/13/2016,49.1,60.3,71.6
5/14/2016,39,51.3,63.5
5/15/2016,31.4,38.8,46.3
5/16/2016,32.8,40.9,49
5/17/2016,40.2,53.1,66
5/18/2016,34.1,49.4,64.6
5/19/2016,33.9,50.4,66.9
5/20/2016,36.9,53.9,70.9
5/21/2016,44.2,58.6,72.9
5/22/2016,43.3,60,76.7
5/23/2016,40.7,58.1,75.6
5/24/2016,46.2,62.8,79.5
5/25/2016,56,69.7,83.3
5/26/2016,59.3,72.1,84.9
5/27/2016,56.3,68.6,80.9
5/28/2016,61.7,72.2,82.7
5/29/2016,60.7,71.2,81.7
5/30/2016,53.5,66,78.4
5/31/2016,50.3,65.4,80.4
6/1/2016,56.3,68.8,81.2
6/2/2016,54.3,62.6,70.9
6/3/2016,47.2,61.1,75.1
6/4/2016,52,65.3,78.6
6/5/2016,58.3,69.4,80.6
6/6/2016,51.4,60.5,69.5
6/7/2016,50.6,62.6,74.6
6/8/2016,41.5,50.2,58.9
6/9/2016,42.1,53.9,65.6
6/10/2016,45.7,59.4,73.2
6/11/2016,55.8,69.8,83.9
6/12/2016,48.4,67.9,87.4
6/13/2016,46.9,61,75.2
6/14/2016,51.5,59.4,67.3
6/15/2016,56.4,66.7,77.1
6/16/2016,56.3,67.9,79.5
6/17/2016,53.8,64.3,74.9
6/18/2016,54,70.2,86.4
6/19/2016,57.3,72.7,88.1
6/20/2016,62.6,75,87.4
6/21/2016,49.9,67.7,85.5
6/22/2016,50.4,63.8,77.2
6/23/2016,54.6,66.4,78.1
6/24/2016,49,62.5,76.1
6/25/2016,51.5,67.4,83.3
6/26/2016,58.1,72.5,86.9
6/27/2016,61.3,71.5,81.7
6/28/2016,53.5,67.6,81.8
6/29/2016,43.3,57.4,71.5
6/30/2016,46.4,62.8,79.2
7/1/2016,52.7,66,79.3
7/2/2016,46.5,58.3,70
7/3/2016,47.7,62.9,78.1
7/4/2016,48.7,64.4,80.1
7/5/2016,61.1,70.5,79.8
7/6/2016,63.5,73.2,82.9
7/7/2016,62.3,74.4,86.4
7/8/2016,61.4,74,86.7
7/9/2016,57.8,70.8,83.7
7/10/2016,51.8,65.3,78.7
7/11/2016,57.6,69.3,80.9
7/12/2016,65.3,73.3,81.2
7/13/2016,65.5,76.8,88.1
7/14/2016,66.9,76.3,85.6
7/15/2016,60.1,70.9,81.7
7/16/2016,48.4,58.3,68.2
7/17/2016,50.8,63.8,76.7
7/18/2016,57.1,69.6,82
7/19/2016,58,70.3,82.6
7/20/2016,56.5,69.9,83.4
7/21/2016,61.9,75.5,89.1
7/22/2016,68,75.3,82.6
7/23/2016,64.3,77.4,90.5
7/24/2016,67.3,79.8,92.2
7/25/2016,68.7,77,85.3
7/26/2016,59.5,72,84.4
7/27/2016,61.9,74.5,87
7/28/2016,64,76,87.9
7/29/2016,62.6,73.4,84.1
7/30/2016,58.6,67.7,76.8
7/31/2016,60.4,67.6,74.8
8/1/2016,55.7,65.4,75.2
8/2/2016,57.2,70.1,83
8/3/2016,58.6,72.2,85.7
8/4/2016,60.9,74.7,88.5
8/5/2016,65.7,77.9,90.1
8/6/2016,59.6,72,84.5
8/7/2016,55.5,69.4,83.2
8/8/2016,52.3,66.2,80.1
8/9/2016,53.5,68.4,83.4
8/10/2016,56.9,71.9,86.9
8/11/2016,63.1,76.7,90.2
8/12/2016,67.7,78.7,89.6
8/13/2016,70.6,74.7,78.8
8/14/2016,62.9,71.9,81
8/15/2016,58.5,70.6,82.8
8/16/2016,60.3,71,81.7
8/17/2016,64.5,74.2,83.9
8/18/2016,59,70.6,82.1
8/19/2016,61.9,73.8,85.7
8/20/2016,66.5,74.4,82.4
8/21/2016,59.9,68.1,76.2
8/22/2016,51.2,60.9,70.6
8/23/2016,52.9,64.9,76.9
8/24/2016,57.2,68.7,80.2
8/25/2016,65.1,73.3,81.5
8/26/2016,56.8,69.5,82.2
8/27/2016,56.7,67.9,79.2
8/28/2016,60.8,67.9,75.1
8/29/2016,58.6,70.4,82.2
8/30/2016,60.8,71.4,82
8/31/2016,62.1,73,83.9
9/1/2016,56.2,66.1,76
9/2/2016,45.8,59.4,73
9/3/2016,46.4,60.6,74.8
9/4/2016,47.4,61.9,76.5
9/5/2016,49.6,64.5,79.3
9/6/2016,56.3,70.4,84.6
9/7/2016,68.1,78.8,89.5
9/8/2016,69.4,74.7,80
9/9/2016,58.5,68.7,79
9/10/2016,60.4,69.2,78.1
9/11/2016,48.7,61.5,74.2
9/12/2016,48.6,60.6,72.7
9/13/2016,51.1,63.7,76.3
9/14/2016,55.7,66.1,76.4
9/15/2016,47.3,59.7,72.2
9/16/2016,47.3,60,72.7
9/17/2016,51.8,64.6,77.3
9/18/2016,54.2,66,77.7
9/19/2016,52.8,64.5,76.2
9/20/2016,53.7,67.6,81.6
9/21/2016,53.6,66.9,80.2
9/22/2016,57.1,66.9,76.8
9/23/2016,61.8,70,78.2
9/24/2016,48.4,57.2,66.1
9/25/2016,47,57.5,68.1
9/26/2016,48.3,60.5,72.6
9/27/2016,48.6,56.6,64.7
9/28/2016,48.6,53.3,58.1
9/29/2016,49.8,57.9,66.1
9/30/2016,56.3,61.5,66.7
10/1/2016,54.8,57.6,60.5
10/2/2016,53.6,57.5,61.4
10/3/2016,51,59.4,67.8
10/4/2016,53.6,58.3,63
10/5/2016,55.7,62.7,69.7
10/6/2016,52.7,64.8,76.9
10/7/2016,52.8,61.8,70.7
10/8/2016,40.1,57.3,74.5
10/9/2016,34.2,43.2,52.3
10/10/2016,33.2,45.7,58.2
10/11/2016,33.8,48.8,63.8
10/12/2016,48.8,59.1,69.4
10/13/2016,39.2,54.7,70.2
10/14/2016,33.5,44,54.6
10/15/2016,35,47.8,60.5
10/16/2016,41.7,53.8,65.8
10/17/2016,61.6,64,66.3
10/18/2016,64.1,69.1,74.1
10/19/2016,43.2,57.8,72.4
10/20/2016,42.8,55.9,69
10/21/2016,39.2,47,54.8
10/22/2016,34.8,43.5,52.2
10/23/2016,32.9,44.3,55.6
10/24/2016,33.9,49.4,64.8
10/25/2016,30.3,41.2,52.2
10/26/2016,31.2,42.1,53
10/27/2016,33.1,36.2,39.3
10/28/2016,30.4,38.1,45.8
10/29/2016,35.3,49.2,63
10/30/2016,44.9,56.3,67.7
10/31/2016,28.5,39.1,49.6
11/1/2016,28.4,40.9,53.4
11/2/2016,44.1,56.7,69.3
11/3/2016,42.9,49.3,55.7
11/4/2016,31.3,44.6,58
11/5/2016,30.6,44.1,57.6
11/6/2016,33.9,50.7,67.6
11/7/2016,33.9,50.2,66.4
11/8/2016,34.3,50.2,66
11/9/2016,35.6,45.1,54.6
11/10/2016,34.5,45.3,56.1
11/11/2016,41.1,51.2,61.3
11/12/2016,22.3,34.9,47.6
11/13/2016,23.2,37.1,50.9
11/14/2016,39,47.6,56.2
11/15/2016,34.2,46.8,59.3
11/16/2016,36.3,45.5,54.6
11/17/2016,33,44.6,56.3
11/18/2016,38.3,52.1,65.8
11/19/2016,35.4,52,68.6
11/20/2016,28.6,32.1,35.6
11/21/2016,27.2,29.3,31.3
11/22/2016,18.7,27.3,35.8
11/23/2016,19.1,29.3,39.5
11/24/2016,31.4,33.8,36.1
11/25/2016,34.1,38.1,42.1
11/26/2016,34.4,37.5,40.5
11/27/2016,28.8,34.1,39.4
11/28/2016,31.9,38.6,45.4
11/29/2016,36.7,43.3,50
11/30/2016,37.3,46,54.6
12/1/2016,34.7,42,49.2
12/2/2016,32.5,36.9,41.3
12/3/2016,32.5,34.6,36.6
12/4/2016,30.8,33.9,37.1
12/5/2016,30.1,33,35.9
12/6/2016,28.9,35.3,41.8
12/7/2016,28.7,33.8,39
12/8/2016,23.7,28.2,32.7
12/9/2016,22.3,25.3,28.2
12/10/2016,18.3,23,27.6
12/11/2016,15.8,19.5,23.3
12/12/2016,20.6,25,29.5
12/13/2016,22,25.2,28.3
12/14/2016,2.4,13.4,24.5
12/15/2016,4.2,11.9,19.6
12/16/2016,0.2,7.1,14
12/17/2016,6.8,12.4,18
12/18/2016,9.7,15.3,21
12/19/2016,4,10.8,17.7
12/20/2016,2.8,12,21.2
12/21/2016,17.3,24.8,32.2
12/22/2016,21.3,28.1,34.8
12/23/2016,25.1,31.7,38.3
12/24/2016,28.1,32.4,36.7
12/25/2016,30.9,33.3,35.6
12/26/2016,31.1,35,38.8
12/27/2016,24.6,37.3,50
12/28/2016,20.6,23.5,26.5
12/29/2016,20.8,28.9,37.1
12/30/2016,24.3,29.6,34.9
12/31/2016,22.4,27.5,32.6
1/1/2017,18.7,27.2,35.6
1/2/2017,17.5,28.1,38.6
1/3/2017,19,29.1,39.3
1/4/2017,13.1,24.7,36.3
1/5/2017,8.8,11.4,13.9
1/6/2017,0.1,4.8,9.5
1/7/2017,-0.6,7,14.5
1/8/2017,5.9,9.2,12.5
1/9/2017,10,13.5,17
1/10/2017,15.8,22.3,28.7
1/11/2017,23.6,33.9,44.2
