PRISM Time Series Data,,,
Location:  Lat: 41.8292   Lon: -86.2597   Elev: 702ft,,,
"Climate variables: tmin,tmean,tmax",,,
4/30/2015,36.9,49.6,62.4
5/1/2015,35.3,43.4,51.6
5/2/2015,42.6,54.5,66.4
5/3/2015,45.9,60.6,75.3
5/4/2015,55,67.2,79.3
5/5/2015,49.2,60.3,71.3
5/6/2015,52.2,59.3,66.4
5/7/2015,52.7,66.8,80.8
5/8/2015,60.6,72.4,84.1
5/9/2015,61.3,71.5,81.8
5/10/2015,51.1,60.1,69.1
5/11/2015,53.5,63.4,73.2
5/12/2015,49.1,59.4,69.6
5/13/2015,41.3,47.5,53.7
5/14/2015,41.5,50.1,58.7
5/15/2015,47.6,55.1,62.7
5/16/2015,58.5,68.8,79
5/17/2015,64.3,70.7,77.2
5/18/2015,66.4,72.6,78.8
5/19/2015,45.3,63.6,81.9
5/20/2015,35.5,43.4,51.3
5/21/2015,38.3,46.7,55.1
5/22/2015,43.4,53.9,64.5
5/23/2015,40.2,54.9,69.5
5/24/2015,49.5,64.5,79.5
5/25/2015,61.6,71.7,81.9
5/26/2015,64.1,72.1,80
5/27/2015,64.3,71.8,79.2
5/28/2015,51.7,63.2,74.8
5/29/2015,60.1,70.7,81.3
5/30/2015,65.2,74.5,83.9
5/31/2015,47.4,60.8,74.1
6/1/2015,46,51.2,56.4
6/2/2015,43.4,54.6,65.9
6/3/2015,45.5,58.4,71.3
6/4/2015,53.4,63.7,74.1
6/5/2015,60.2,70,79.9
6/6/2015,54.6,62.2,69.7
6/7/2015,57.6,67.1,76.6
6/8/2015,61.9,68.4,75
6/9/2015,52.4,66.1,79.8
6/10/2015,56.9,67.9,78.9
6/11/2015,65.6,76.5,87.4
6/12/2015,64.6,73.8,83
6/13/2015,61.7,68.2,74.7
6/14/2015,67.5,76.9,86.3
6/15/2015,69.3,76.8,84.2
6/16/2015,60.3,69.6,78.8
6/17/2015,57.2,66.3,75.4
6/18/2015,63.9,68,72.1
6/19/2015,58.5,69.9,81.3
6/20/2015,59.4,66.2,72.9
6/21/2015,64.7,72.2,79.7
6/22/2015,65.4,73.4,81.5
6/23/2015,64.6,73.8,83
6/24/2015,53.4,63.7,74
6/25/2015,62.1,70,77.9
6/26/2015,63.6,70.4,77.2
6/27/2015,56.5,64.7,73
6/28/2015,50.3,60.3,70.3
6/29/2015,59.7,68.5,77.2
6/30/2015,58.5,64.3,70.1
7/1/2015,54.9,64.1,73.4
7/2/2015,51.4,60.3,69.2
7/3/2015,53.4,63.5,73.6
7/4/2015,52,63.5,74.9
7/5/2015,55.7,67.2,78.8
7/6/2015,58.1,70.3,82.5
7/7/2015,65.6,74.7,83.8
7/8/2015,51.7,60.4,69.2
7/9/2015,53.8,60.1,66.4
7/10/2015,51,60.9,70.9
7/11/2015,54.3,65.7,77.1
7/12/2015,63.6,70.5,77.4
7/13/2015,64.5,71.3,78.1
7/14/2015,61.8,72.2,82.7
7/15/2015,59,67.4,75.7
7/16/2015,57.8,67.9,78
7/17/2015,62.2,67.8,73.4
7/18/2015,66.5,77.9,89.3
7/19/2015,69.1,78.1,87
7/20/2015,58.6,70.6,82.5
7/21/2015,61.9,72.3,82.8
7/22/2015,56.4,66.1,75.8
7/23/2015,56.5,68.2,79.9
7/24/2015,58,70,82
7/25/2015,63.9,74,84
7/26/2015,61.3,73.4,85.4
7/27/2015,63.7,73.8,84
7/28/2015,62,74.3,86.6
7/29/2015,69.4,78.7,88
7/30/2015,62.8,74,85.2
7/31/2015,62.4,72.9,83.5
8/1/2015,57.6,70.9,84.3
8/2/2015,61.4,72,82.7
8/3/2015,60.4,75.8,91.2
8/4/2015,55.5,67.1,78.7
8/5/2015,54.8,67.1,79.3
8/6/2015,58.9,69.5,80.1
8/7/2015,56.3,67.6,79
8/8/2015,63.8,71.3,78.8
8/9/2015,64.4,73.5,82.6
8/10/2015,66.3,72.5,78.7
8/11/2015,60.6,71,81.5
8/12/2015,56.4,67.2,78.1
8/13/2015,56.1,65.6,75.1
8/14/2015,61.6,72.9,84.2
8/15/2015,62.3,74.2,86
8/16/2015,63.8,74.4,85.1
8/17/2015,64.8,76,87.2
8/18/2015,65.3,75.6,86
8/19/2015,67.4,74.3,81.2
8/20/2015,58.5,69.7,80.8
8/21/2015,52.3,61.8,71.3
8/22/2015,54.8,67,79.2
8/23/2015,58.1,69,79.8
8/24/2015,55.2,66.6,78.1
8/25/2015,57.6,65.2,72.7
8/26/2015,57.3,60.3,63.4
8/27/2015,47.2,55.6,63.9
8/28/2015,49.9,60,70.2
8/29/2015,56.7,66.8,76.9
8/30/2015,61.9,66.2,70.5
8/31/2015,58.7,67.5,76.4
9/1/2015,61.3,72.2,83.1
9/2/2015,67.4,76.1,84.8
9/3/2015,67.9,78,88.2
9/4/2015,66.6,77.3,88.1
9/5/2015,65.4,73.3,81.3
9/6/2015,63.5,72.1,80.7
9/7/2015,65.5,77.2,88.9
9/8/2015,70.2,79.4,88.6
9/9/2015,64.8,75.7,86.5
9/10/2015,52.3,63.7,75.1
9/11/2015,53.3,64.5,75.7
9/12/2015,47,55.3,63.6
9/13/2015,40.7,51.6,62.6
9/14/2015,43.5,55.4,67.3
9/15/2015,51.6,64.6,77.5
9/16/2015,53.2,67.4,81.6
9/17/2015,54.3,68.1,82
9/18/2015,59.9,71.4,83
9/19/2015,63.6,70.4,77.1
9/20/2015,44.3,55.4,66.4
9/21/2015,43.7,56.7,69.8
9/22/2015,45.3,58.5,71.7
9/23/2015,48.8,63,77.2
9/24/2015,49.8,63.9,78
9/25/2015,51.9,64.7,77.5
9/26/2015,55.6,66.7,77.9
9/27/2015,58.2,67.1,76
9/28/2015,61.9,67.7,73.5
9/29/2015,64.4,70.9,77.4
9/30/2015,43.3,57.6,71.9
10/1/2015,41,51.8,62.5
10/2/2015,43.5,52.7,61.9
10/3/2015,43.9,53,62
10/4/2015,44.5,48.6,52.8
10/5/2015,46.9,53.7,60.4
10/6/2015,55.2,58.3,61.4
10/7/2015,47,54.5,62
10/8/2015,44.3,58,71.7
10/9/2015,51,63.8,76.7
10/10/2015,36.8,48.7,60.6
10/11/2015,38.4,51.2,64.1
10/12/2015,48.9,62,75.1
10/13/2015,50.6,60.9,71.2
10/14/2015,42.5,48.2,53.9
10/15/2015,38.8,48.6,58.5
10/16/2015,36.6,49.8,63
10/17/2015,35.7,44.1,52.5
10/18/2015,26.4,37.8,49.2
10/19/2015,27.8,41.5,55.3
10/20/2015,41,55.2,69.4
10/21/2015,52,63,74.1
10/22/2015,51.8,64.3,76.7
10/23/2015,41.3,51.9,62.5
10/24/2015,45.2,54.3,63.4
10/25/2015,38,52.8,67.6
10/26/2015,33.3,46.5,59.7
10/27/2015,34.9,47.7,60.6
10/28/2015,46.1,52.4,58.7
10/29/2015,35.3,46.9,58.4
10/30/2015,35.2,40.1,44.9
10/31/2015,40.6,47.3,54.1
11/1/2015,44.3,48.2,52
11/2/2015,40,51.3,62.7
11/3/2015,39.8,55.5,71.2
11/4/2015,42.3,57.9,73.5
11/5/2015,48.3,61.3,74.2
11/6/2015,52.8,61.7,70.5
11/7/2015,35.6,44.2,52.7
11/8/2015,26.6,39.3,52
11/9/2015,26.1,39.2,52.4
11/10/2015,28.3,41.6,54.9
11/11/2015,31.4,43.6,55.8
11/12/2015,35.6,48.8,62
11/13/2015,37.4,42.5,47.5
11/14/2015,26.2,34.7,43.2
11/15/2015,27.1,40,52.9
11/16/2015,31.8,47.6,63.3
11/17/2015,40.1,49.8,59.4
11/18/2015,48.3,54.5,60.7
11/19/2015,42.2,52.1,62.1
11/20/2015,28.7,37.8,46.9
11/21/2015,29.8,36.2,42.7
11/22/2015,13.7,22.9,32.1
11/23/2015,12.5,21,29.6
11/24/2015,18.4,27.6,36.9
11/25/2015,20.2,30.6,41
11/26/2015,34.8,43.5,52.2
11/27/2015,48,54.9,61.8
11/28/2015,33,41.9,50.9
11/29/2015,23.8,30.4,37
11/30/2015,23.7,31.3,38.9
12/1/2015,32,39.4,46.8
12/2/2015,29.4,37.4,45.4
12/3/2015,30.1,33.7,37.3
12/4/2015,30.8,34.8,38.8
12/5/2015,29.5,36.7,44
12/6/2015,25.5,33.8,42.1
12/7/2015,26.5,38.7,50.9
12/8/2015,28.6,35.1,41.6
12/9/2015,36.2,41.3,46.4
12/10/2015,38.4,45.2,51.9
12/11/2015,40.2,49,57.9
12/12/2015,40.6,48.1,55.5
12/13/2015,53.8,57.9,62
12/14/2015,55.3,58.8,62.2
12/15/2015,39.9,48.9,57.9
12/16/2015,38.7,40.4,42
12/17/2015,32.3,40.8,49.3
12/18/2015,24.7,29.1,33.5
12/19/2015,21,26.2,31.4
12/20/2015,20.2,25.9,31.6
12/21/2015,30.9,39.2,47.6
12/22/2015,40.7,46,51.2
12/23/2015,36.5,42.5,48.5
12/24/2015,36,48.8,61.6
12/25/2015,34.5,38.5,42.5
12/26/2015,30.6,38.1,45.5
12/27/2015,36.2,40.1,44
12/28/2015,29.7,34.7,39.7
12/29/2015,28.3,34.3,40.2
12/30/2015,28.9,32.3,35.7
12/31/2015,26.7,29.4,32.1
1/1/2016,20.4,25.1,29.8
1/2/2016,20.3,25.1,29.8
1/3/2016,24.9,29.5,34.1
1/4/2016,23,28.2,33.4
1/5/2016,8.8,18.6,28.4
1/6/2016,10.3,19.7,29.1
1/7/2016,17.1,26.7,36.3
1/8/2016,30.5,35.7,40.9
1/9/2016,33.8,38.9,44
1/10/2016,27.4,34.3,41.1
1/11/2016,2.2,15.7,29.3
1/12/2016,2.3,13.7,25.2
1/13/2016,1.1,9,16.9
1/14/2016,0.4,13.5,26.7
1/15/2016,25.3,34.5,43.6
1/16/2016,29,35.5,41.9
1/17/2016,11.5,21.2,31
1/18/2016,0.4,6.2,12
1/19/2016,-1.2,5,11.2
1/20/2016,5.2,11.4,17.5
1/21/2016,5.9,14.1,22.3
1/22/2016,9.3,18,26.7
1/23/2016,13,20.9,28.7
1/24/2016,13,21.7,30.4
1/25/2016,19.3,26.9,34.4
1/26/2016,27.1,35,42.9
1/27/2016,23.9,28,32.1
1/28/2016,23.6,27.6,31.6
1/29/2016,24.3,30.4,36.6
1/30/2016,24.1,30.6,37.2
1/31/2016,34,40.8,47.6
2/1/2016,30.5,40.5,50.6
2/2/2016,24.8,33.2,41.6
2/3/2016,29,37.2,45.4
2/4/2016,26,33.3,40.6
2/5/2016,18.2,23,27.9
2/6/2016,19,25.9,32.8
2/7/2016,22.9,30.4,38
2/8/2016,24.1,35,45.9
2/9/2016,24.2,29.4,34.5
2/10/2016,16,21.7,27.4
2/11/2016,10.2,15.4,20.6
2/12/2016,4.8,13.5,22.2
2/13/2016,2.4,11.8,21.1
2/14/2016,0.8,8.2,15.6
2/15/2016,2.9,10.6,18.3
2/16/2016,13.5,20.8,28
2/17/2016,23.5,27.9,32.3
2/18/2016,6.7,20,33.4
2/19/2016,7.9,25.6,43.4
2/20/2016,36.4,48.9,61.5
2/21/2016,27.5,42,56.5
2/22/2016,22.7,35.5,48.2
2/23/2016,22.9,32.2,41.5
2/24/2016,23.6,34.7,45.9
2/25/2016,28.3,30.9,33.5
2/26/2016,23.9,28.4,32.8
2/27/2016,23.1,28.2,33.3
2/28/2016,25,35.7,46.4
2/29/2016,32.3,46.1,60
3/1/2016,26.1,36,45.9
3/2/2016,16.4,23.7,30.9
3/3/2016,15.9,22.5,29.1
3/4/2016,9.6,20.1,30.5
3/5/2016,10.2,22.3,34.3
3/6/2016,27.6,31.5,35.3
3/7/2016,31.5,39.8,48
3/8/2016,38.8,50.3,61.9
3/9/2016,54.2,61.9,69.7
3/10/2016,46.4,55.9,65.4
3/11/2016,29.1,37.5,45.9
3/12/2016,30,41.4,52.9
3/13/2016,33.2,44.9,56.6
3/14/2016,40.8,46.9,53
3/15/2016,34.2,41.1,48
3/16/2016,34.9,49.1,63.3
3/17/2016,40.5,47.5,54.5
3/18/2016,32.4,42,51.6
3/19/2016,27.4,36,44.6
3/20/2016,24.8,33.4,42.1
3/21/2016,23.5,32.5,41.4
3/22/2016,26.4,35.3,44.2
3/23/2016,41.2,51.9,62.7
3/24/2016,40,47.7,55.4
3/25/2016,28.6,42.2,55.8
3/26/2016,28.3,36.2,44
3/27/2016,31.7,42.8,53.9
3/28/2016,36.6,52.4,68.2
3/29/2016,25.5,34,42.5
3/30/2016,27,40.3,53.5
3/31/2016,39.1,49.3,59.5
4/1/2016,36.9,50.2,63.6
4/2/2016,31.7,39.5,47.4
4/3/2016,24.2,31.4,38.5
4/4/2016,28,44.5,60.9
4/5/2016,20,27.3,34.7
4/6/2016,23.5,33.1,42.7
4/7/2016,34.2,41.9,49.5
4/8/2016,28,32.9,37.9
4/9/2016,23,31.2,39.4
4/10/2016,23.8,29,34.2
4/11/2016,31,40.2,49.3
4/12/2016,27.8,39.4,51
4/13/2016,28.2,36.8,45.4
4/14/2016,33.9,44.2,54.5
4/15/2016,35.3,48.8,62.4
4/16/2016,41.7,56.2,70.8
4/17/2016,40.7,58.8,76.9
4/18/2016,44.5,61.4,78.4
4/19/2016,49.9,65.4,80.8
4/20/2016,50.5,59.7,68.8
4/21/2016,49.6,60.6,71.7
4/22/2016,47.1,56.5,66
4/23/2016,38.8,48,57.3
4/24/2016,41,52.3,63.6
4/25/2016,45.5,60.1,74.7
4/26/2016,44,61.4,78.8
4/27/2016,41.7,48.7,55.8
4/28/2016,42.1,49.6,57.1
4/29/2016,40.7,46.5,52.3
4/30/2016,41,46,51
5/1/2016,46,47.3,48.5
5/2/2016,43.4,49,54.5
5/3/2016,39.3,46.2,53.1
5/4/2016,42.9,53.6,64.3
5/5/2016,37.8,41.8,45.7
5/6/2016,35.3,46.3,57.4
5/7/2016,42.2,57.8,73.4
5/8/2016,38,52.9,67.8
5/9/2016,41.2,54.4,67.5
5/10/2016,47.7,51.7,55.8
5/11/2016,51.4,56.3,61.3
5/12/2016,52.4,61.6,70.9
5/13/2016,48.8,59.3,69.8
5/14/2016,41.7,54,66.3
5/15/2016,36,40.5,45
5/16/2016,37.7,43.6,49.4
5/17/2016,45.4,56.1,66.9
5/18/2016,42,51.6,61.3
5/19/2016,42.4,53.3,64.3
5/20/2016,42.4,55.8,69.2
5/21/2016,44.8,57,69.3
5/22/2016,44.2,58.1,71.9
5/23/2016,43.2,58.4,73.6
5/24/2016,50.5,64.4,78.3
5/25/2016,60.6,72.5,84.5
5/26/2016,62.7,73.9,85.2
5/27/2016,64.2,73.6,83
5/28/2016,67,75.7,84.3
5/29/2016,63.8,73.7,83.6
5/30/2016,57.1,69.9,82.7
5/31/2016,56.4,69.6,82.9
6/1/2016,63.7,74.1,84.6
6/2/2016,56.3,66.7,77.1
6/3/2016,49.2,63.7,78.3
6/4/2016,58.1,69.6,81
6/5/2016,61.5,68,74.4
6/6/2016,55,64.9,74.8
6/7/2016,53.2,67.5,81.8
6/8/2016,44.3,52.7,61.2
6/9/2016,42.5,54.8,67.2
6/10/2016,57.4,66.1,74.7
6/11/2016,67.7,79.2,90.7
6/12/2016,63.4,77.1,90.8
6/13/2016,48.1,62.1,76.1
6/14/2016,59.8,71.9,83.9
6/15/2016,60.9,70.8,80.6
6/16/2016,65.3,76.6,87.9
6/17/2016,54.4,62.2,70
6/18/2016,55.1,70.1,85.1
6/19/2016,59.5,73,86.5
6/20/2016,67.4,78.3,89.3
6/21/2016,55.9,72.6,89.3
6/22/2016,58.1,67.9,77.7
6/23/2016,63,70.7,78.5
6/24/2016,59.6,70.1,80.5
6/25/2016,58.2,70,81.9
6/26/2016,69.8,77.5,85.3
6/27/2016,65,74.6,84.3
6/28/2016,61.1,74.2,87.4
6/29/2016,47,57.1,67.3
6/30/2016,48.7,61.7,74.7
7/1/2016,53.6,65.5,77.5
7/2/2016,48.2,58.2,68.3
7/3/2016,49.7,61.3,73
7/4/2016,58.1,66.2,74.4
7/5/2016,63.4,69.7,76
7/6/2016,66.2,74.8,83.5
7/7/2016,65.7,75.4,85
7/8/2016,67,75.2,83.5
7/9/2016,62.6,74.7,86.7
7/10/2016,54.4,63.3,72.2
7/11/2016,61.2,71.5,81.8
7/12/2016,67.3,77.7,88.2
7/13/2016,67.5,78.6,89.7
7/14/2016,67.9,77.1,86.3
7/15/2016,61.3,73.8,86.2
7/16/2016,55.5,65.6,75.8
7/17/2016,52.5,64.3,76
7/18/2016,64.8,73.6,82.5
7/19/2016,59,70.6,82.3
7/20/2016,61.7,73.9,86.2
7/21/2016,66.4,77.6,88.8
7/22/2016,69.3,78.9,88.5
7/23/2016,66.8,76.9,87.1
7/24/2016,69.4,80,90.6
7/25/2016,69.8,78.9,88
7/26/2016,61.6,72.8,83.9
7/27/2016,60.3,72.7,85
7/28/2016,62.8,74.5,86.2
7/29/2016,65.1,75,84.9
7/30/2016,64.6,72.7,80.9
7/31/2016,63.3,71.7,80.1
8/1/2016,61,70.9,80.9
8/2/2016,60.1,71.8,83.5
8/3/2016,61.7,74,86.3
8/4/2016,64.6,77,89.4
8/5/2016,67.4,79,90.6
8/6/2016,60.6,71.3,82.1
8/7/2016,55.5,69,82.5
8/8/2016,61,72.1,83.1
8/9/2016,57.8,71.3,84.8
8/10/2016,60,73.6,87.1
8/11/2016,71,80.6,90.1
8/12/2016,73,82.4,91.8
8/13/2016,72.4,80.8,89.2
8/14/2016,65,74.3,83.7
8/15/2016,63.9,72.2,80.5
8/16/2016,66.1,70.9,75.7
8/17/2016,66.6,74.2,81.8
8/18/2016,65.8,74.9,84
8/19/2016,66.5,73.7,80.8
8/20/2016,66.2,73.1,80
8/21/2016,62.3,70.5,78.7
8/22/2016,54.2,62.9,71.6
8/23/2016,55.4,65.9,76.5
8/24/2016,60.5,69.8,79.1
8/25/2016,68.2,74.7,81.1
8/26/2016,62.6,71.3,80
8/27/2016,64.7,73.4,82.2
8/28/2016,67.3,74.8,82.4
8/29/2016,65,74.6,84.3
8/30/2016,67.3,76,84.8
8/31/2016,67.5,74.8,82
9/1/2016,56.1,67.5,79
9/2/2016,53.3,63.6,73.9
9/3/2016,51.1,62.6,74
9/4/2016,54,65.2,76.5
9/5/2016,58.3,68.6,78.9
9/6/2016,65,75.5,85.9
9/7/2016,72.3,80.3,88.4
9/8/2016,72.5,80.9,89.3
9/9/2016,65.2,71.9,78.7
9/10/2016,65.9,72.6,79.2
9/11/2016,52.2,61.7,71.2
9/12/2016,53.1,62.9,72.8
9/13/2016,54.1,65.2,76.4
9/14/2016,60.1,71.3,82.6
9/15/2016,55,63.9,72.8
9/16/2016,56.2,65.6,75
9/17/2016,58.5,70.1,81.8
9/18/2016,57.8,68.2,78.6
9/19/2016,52.8,64.6,76.4
9/20/2016,55.7,69.3,82.9
9/21/2016,59.6,70.4,81.1
9/22/2016,61.2,71.9,82.6
9/23/2016,62.9,72.3,81.7
9/24/2016,58.4,67.4,76.3
9/25/2016,57.7,66.1,74.6
9/26/2016,57.5,69.5,81.5
9/27/2016,49.1,58.6,68
9/28/2016,49.2,59,68.8
9/29/2016,50.3,56.2,62
9/30/2016,56.8,62.2,67.6
10/1/2016,56.9,61.1,65.2
10/2/2016,47.9,57,66.1
10/3/2016,50.7,58.4,66.2
10/4/2016,53.4,59.5,65.7
10/5/2016,57.6,66.6,75.6
10/6/2016,57,68.1,79.2
10/7/2016,60.4,69.1,77.8
10/8/2016,43.7,60.8,77.8
10/9/2016,40.4,50,59.6
10/10/2016,41.6,52.7,63.8
10/11/2016,43.9,55.5,67.1
10/12/2016,51.9,61.3,70.7
10/13/2016,44.3,58.3,72.4
10/14/2016,35.9,46.4,57
10/15/2016,37.1,50.7,64.2
10/16/2016,52.5,62.2,71.9
10/17/2016,61.8,64.8,67.7
10/18/2016,65.5,72.8,80
10/19/2016,45.4,60.1,74.8
10/20/2016,47.5,58.7,70
10/21/2016,40.9,49.1,57.3
10/22/2016,37,45.4,53.8
10/23/2016,38.2,46.6,55
10/24/2016,40.8,55.6,70.4
10/25/2016,30.6,43.2,55.8
10/26/2016,31.8,42.3,52.7
10/27/2016,39.8,43.4,47
10/28/2016,39.6,44.1,48.6
10/29/2016,40.5,52.3,64
10/30/2016,51.5,60.6,69.7
10/31/2016,35.5,45.7,55.8
11/1/2016,35.5,47.7,59.9
11/2/2016,56.6,66.7,76.8
11/3/2016,53.4,62,70.6
11/4/2016,36.3,48.1,59.9
11/5/2016,35.8,46.2,56.7
11/6/2016,37.5,51,64.6
11/7/2016,37.8,52.9,68
11/8/2016,38.1,52.2,66.3
11/9/2016,39.5,49.1,58.7
11/10/2016,35.8,45.7,55.6
11/11/2016,36.9,48.8,60.8
11/12/2016,24.7,38.2,51.7
11/13/2016,25.5,37.9,50.3
11/14/2016,30.3,42.9,55.4
11/15/2016,34.3,47,59.7
11/16/2016,33.5,46.4,59.3
11/17/2016,34.1,45.1,56.2
11/18/2016,44.7,58.2,71.8
11/19/2016,32.5,51.1,69.7
11/20/2016,29.7,33,36.2
11/21/2016,25.9,30,34.1
11/22/2016,22.6,31.2,39.7
11/23/2016,23.2,31,38.9
11/24/2016,32.4,38.3,44.1
11/25/2016,35,38.4,41.8
11/26/2016,34.5,37.2,40
11/27/2016,29.8,36.4,43.1
11/28/2016,31.8,37.6,43.5
11/29/2016,41.1,46.6,52.2
11/30/2016,38.2,47.9,57.6
12/1/2016,33.5,39.8,46.2
12/2/2016,34.4,37.8,41.3
12/3/2016,32.7,35.5,38.2
12/4/2016,30.2,33.3,36.5
12/5/2016,31,33.3,35.6
12/6/2016,28.5,31.5,34.4
12/7/2016,26.2,33.3,40.4
12/8/2016,21.9,27.3,32.7
12/9/2016,19.6,22.1,24.6
12/10/2016,18.2,23,27.8
12/11/2016,18.7,22,25.3
12/12/2016,24.2,28.9,33.6
12/13/2016,6.6,18.6,30.5
12/14/2016,-0.3,12.7,25.8
12/15/2016,0.8,10.1,19.5
12/16/2016,1.9,6.8,11.8
12/17/2016,8.8,15.8,22.9
12/18/2016,13.5,21.4,29.3
12/19/2016,-10.6,4.9,20.4
12/20/2016,-11.9,1.5,15
12/21/2016,13.7,21.2,28.8
12/22/2016,18,27.2,36.4
12/23/2016,23.1,30.1,37.2
12/24/2016,27.2,31.5,35.7
12/25/2016,31.8,34.3,36.8
12/26/2016,31.8,41.3,50.8
12/27/2016,27,40.4,53.7
12/28/2016,21.8,26.7,31.6
12/29/2016,23,32.5,41.9
12/30/2016,26.4,31.8,37.1
12/31/2016,25.4,31.8,38.1
1/1/2017,20.4,31.6,42.8
1/2/2017,20.7,29.8,38.9
1/3/2017,30.5,35.9,41.3
1/4/2017,17.3,28.7,40.1
1/5/2017,10.4,15,19.7
1/6/2017,2.5,8.3,14.1
1/7/2017,-0.7,5.6,11.9
1/8/2017,4.6,10.6,16.5
1/9/2017,9.7,15.3,20.9
1/10/2017,17.4,26.5,35.6
1/11/2017,26.5,37.9,49.4
1/12/2017,28.1,40.1,52.1
